num_requests;num_threads;job_wallclock_time_msec;sample_num;batch_num
2048;1;426998;0;2048
2048;1;434892;1;2048
2048;1;432696;2;2048
2048;1;432131;3;2048
2048;1;432446;4;2048
2048;1;431656;5;2048
2048;1;435758;6;2048
2048;1;433157;7;2048
2048;1;421540;8;2048
2048;1;415409;9;2048
2048;1;411011;10;2048
2048;1;414902;11;2048
2048;1;412054;12;2048
2048;1;407897;13;2048
2048;1;382350;14;2048
2048;1;386622;15;2048
2048;1;378553;16;2048
2048;1;356753;17;2048
2048;1;354435;18;2048
2048;1;356819;19;2048
2048;1;368278;20;2048
2048;1;374390;21;2048
2048;1;375376;22;2048
2048;1;375084;23;2048
2048;1;374976;24;2048
2048;1;373955;25;2048
2048;1;374259;26;2048
2048;1;374271;27;2048
2048;1;376955;28;2048
2048;1;372033;29;2048
2048;1;374437;30;2048
2048;1;426432;31;2048
2048;1;434442;32;2048
2048;1;434841;33;2048
2048;1;431627;34;2048
2048;1;433004;35;2048
2048;1;430838;36;2048
2048;1;436230;37;2048
2048;1;432138;38;2048
2048;1;435939;39;2048
2048;1;431738;40;2048
2048;1;431791;41;2048
2048;1;430646;42;2048
2048;1;437940;43;2048
2048;1;435736;44;2048
2048;1;434899;45;2048
2048;1;431675;46;2048
2048;1;434797;47;2048
2048;1;430136;48;2048
2048;1;428616;49;2048
2048;2;423915;0;1024
2048;2;420820;1;1024
2048;2;420992;2;1024
2048;2;424994;3;1024
2048;2;423099;4;1024
2048;2;423369;5;1024
2048;2;420861;6;1024
2048;2;421097;7;1024
2048;2;423440;8;1024
2048;2;421121;9;1024
2048;2;392812;10;1024
2048;2;388746;11;1024
2048;2;393944;12;1024
2048;2;388928;13;1024
2048;2;387826;14;1024
2048;2;389680;15;1024
2048;2;356762;16;1024
2048;2;351514;17;1024
2048;2;353758;18;1024
2048;2;355478;19;1024
2048;2;357582;20;1024
2048;2;359156;21;1024
2048;2;360680;22;1024
2048;2;380914;23;1024
2048;2;379701;24;1024
2048;2;380590;25;1024
2048;2;380442;26;1024
2048;2;379911;27;1024
2048;2;380988;28;1024
2048;2;380464;29;1024
2048;2;377960;30;1024
2048;2;380400;31;1024
2048;2;380997;32;1024
2048;2;381593;33;1024
2048;2;379748;34;1024
2048;2;381940;35;1024
2048;2;382245;36;1024
2048;2;381753;37;1024
2048;2;380621;38;1024
2048;2;385883;39;1024
2048;2;383359;40;1024
2048;2;382371;41;1024
2048;2;385126;42;1024
2048;2;384351;43;1024
2048;2;424192;44;1024
2048;2;444655;45;1024
2048;2;443428;46;1024
2048;2;445253;47;1024
2048;2;442702;48;1024
2048;2;446903;49;1024
2048;4;449160;0;512
2048;4;450968;1;512
2048;4;450573;2;512
2048;4;455927;3;512
2048;4;454244;4;512
2048;4;453648;5;512
2048;4;449743;6;512
2048;4;446360;7;512
2048;4;450556;8;512
2048;4;450862;9;512
2048;4;451881;10;512
2048;4;452737;11;512
2048;4;450856;12;512
2048;4;449950;13;512
2048;4;448147;14;512
2048;4;452254;15;512
2048;4;447853;16;512
2048;4;450847;17;512
2048;4;447834;18;512
2048;4;452690;19;512
2048;4;448055;20;512
2048;4;449667;21;512
2048;4;454074;22;512
2048;4;445536;23;512
2048;4;446900;24;512
2048;4;449552;25;512
2048;4;452004;26;512
2048;4;454461;27;512
2048;4;451185;28;512
2048;4;449253;29;512
2048;4;449166;30;512
2048;4;428461;31;512
2048;4;426339;32;512
2048;4;425502;33;512
2048;4;426155;34;512
2048;4;425586;35;512
2048;4;424969;36;512
2048;4;426865;37;512
2048;4;427943;38;512
2048;4;429162;39;512
2048;4;428676;40;512
2048;4;424223;41;512
2048;4;421874;42;512
2048;4;423677;43;512
2048;4;431060;44;512
2048;4;427188;45;512
2048;4;426279;46;512
2048;4;425076;47;512
2048;4;426762;48;512
2048;4;429287;49;512
2048;8;424978;0;256
2048;8;426368;1;256
2048;8;399512;2;256
2048;8;388059;3;256
2048;8;392480;4;256
2048;8;390977;5;256
2048;8;389739;6;256
2048;8;393497;7;256
2048;8;389464;8;256
2048;8;390084;9;256
2048;8;390083;10;256
2048;8;388380;11;256
2048;8;391164;12;256
2048;8;387482;13;256
2048;8;381553;14;256
2048;8;352077;15;256
2048;8;352381;16;256
2048;8;353897;17;256
2048;8;351091;18;256
2048;8;352291;19;256
2048;8;352391;20;256
2048;8;353077;21;256
2048;8;362296;22;256
2048;8;364919;23;256
2048;8;367392;24;256
2048;8;365968;25;256
2048;8;366924;26;256
2048;8;363874;27;256
2048;8;376592;28;256
2048;8;380708;29;256
2048;8;381388;30;256
2048;8;381690;31;256
2048;8;382306;32;256
2048;8;383564;33;256
2048;8;385286;34;256
2048;8;383597;35;256
2048;8;384035;36;256
2048;8;384000;37;256
2048;8;386181;38;256
2048;8;385186;39;256
2048;8;386581;40;256
2048;8;383552;41;256
2048;8;383610;42;256
2048;8;383934;43;256
2048;8;383692;44;256
2048;8;386948;45;256
2048;8;384260;46;256
2048;8;386248;47;256
2048;8;385312;48;256
2048;8;385708;49;256
2048;16;385170;0;128
2048;16;383110;1;128
2048;16;382320;2;128
2048;16;384874;3;128
2048;16;382637;4;128
2048;16;382575;5;128
2048;16;379961;6;128
2048;16;384743;7;128
2048;16;382571;8;128
2048;16;386089;9;128
2048;16;383981;10;128
2048;16;384754;11;128
2048;16;383653;12;128
2048;16;381194;13;128
2048;16;385316;14;128
2048;16;384523;15;128
2048;16;385608;16;128
2048;16;384997;17;128
2048;16;385170;18;128
2048;16;383298;19;128
2048;16;387991;20;128
2048;16;414470;21;128
2048;16;425503;22;128
2048;16;421784;23;128
2048;16;426985;24;128
2048;16;425684;25;128
2048;16;421873;26;128
2048;16;421399;27;128
2048;16;422679;28;128
2048;16;424909;29;128
2048;16;425180;30;128
2048;16;422096;31;128
2048;16;421572;32;128
2048;16;429804;33;128
2048;16;430185;34;128
2048;16;425381;35;128
2048;16;426175;36;128
2048;16;425102;37;128
2048;16;421570;38;128
2048;16;426886;39;128
2048;16;426458;40;128
2048;16;426584;41;128
2048;16;427267;42;128
2048;16;425499;43;128
2048;16;424893;44;128
2048;16;424909;45;128
2048;16;424077;46;128
2048;16;428198;47;128
2048;16;425482;48;128
2048;16;426608;49;128
2048;32;416969;0;64
2048;32;420288;1;64
2048;32;423493;2;64
2048;32;420192;3;64
2048;32;416604;4;64
2048;32;422289;5;64
2048;32;418295;6;64
2048;32;417296;7;64
2048;32;418404;8;64
2048;32;419689;9;64
2048;32;420005;10;64
2048;32;420899;11;64
2048;32;425478;12;64
2048;32;418092;13;64
2048;32;422295;14;64
2048;32;424400;15;64
2048;32;420683;16;64
2048;32;420387;17;64
2048;32;421798;18;64
2048;32;418880;19;64
2048;32;419107;20;64
2048;32;419693;21;64
2048;32;421089;22;64
2048;32;415298;23;64
2048;32;418008;24;64
2048;32;420360;25;64
2048;32;419303;26;64
2048;32;419280;27;64
2048;32;424082;28;64
2048;32;423297;29;64
2048;32;420582;30;64
2048;32;423603;31;64
2048;32;416188;32;64
2048;32;416913;33;64
2048;32;419698;34;64
2048;32;419091;35;64
2048;32;420601;36;64
2048;32;417023;37;64
2048;32;415801;38;64
2048;32;422492;39;64
2048;32;419314;40;64
2048;32;422096;41;64
2048;32;419892;42;64
2048;32;422601;43;64
2048;32;424003;44;64
2048;32;421381;45;64
2048;32;422193;46;64
2048;32;420717;47;64
2048;32;420487;48;64
2048;32;419196;49;64
2048;64;421096;0;32
2048;64;419003;1;32
2048;64;416095;2;32
2048;64;417793;3;32
2048;64;415394;4;32
2048;64;400977;5;32
2048;64;398398;6;32
2048;64;401209;7;32
2048;64;397679;8;32
2048;64;402204;9;32
2048;64;398598;10;32
2048;64;402502;11;32
2048;64;398265;12;32
2048;64;402298;13;32
2048;64;400909;14;32
2048;64;402888;15;32
2048;64;399895;16;32
2048;64;397806;17;32
2048;64;401596;18;32
2048;64;400692;19;32
2048;64;400395;20;32
2048;64;401311;21;32
2048;64;402482;22;32
2048;64;396593;23;32
2048;64;395590;24;32
2048;64;395600;25;32
2048;64;396901;26;32
2048;64;401612;27;32
2048;64;397198;28;32
2048;64;403097;29;32
2048;64;394284;30;32
2048;64;403507;31;32
2048;64;402090;32;32
2048;64;399025;33;32
2048;64;399289;34;32
2048;64;395498;35;32
2048;64;403593;36;32
2048;64;400395;37;32
2048;64;401787;38;32
2048;64;399098;39;32
2048;64;400195;40;32
2048;64;397792;41;32
2048;64;402712;42;32
2048;64;402601;43;32
2048;64;398486;44;32
2048;64;399692;45;32
2048;64;398585;46;32
2048;64;406006;47;32
2048;64;400725;48;32
2048;64;400019;49;32
2048;128;386782;0;16
2048;128;384989;1;16
2048;128;391984;2;16
2048;128;368404;3;16
2048;128;368403;4;16
2048;128;368693;5;16
2048;128;368493;6;16
2048;128;365112;7;16
2048;128;367903;8;16
2048;128;366211;9;16
2048;128;369085;10;16
2048;128;367886;11;16
2048;128;367191;12;16
2048;128;362600;13;16
2048;128;367798;14;16
2048;128;367814;15;16
2048;128;364379;16;16
2048;128;365886;17;16
2048;128;364497;18;16
2048;128;366295;19;16
2048;128;363692;20;16
2048;128;365706;21;16
2048;128;364489;22;16
2048;128;368794;23;16
2048;128;362097;24;16
2048;128;368681;25;16
2048;128;365302;26;16
2048;128;365498;27;16
2048;128;365515;28;16
2048;128;364271;29;16
2048;128;365304;30;16
2048;128;343198;31;16
2048;128;345290;32;16
2048;128;343907;33;16
2048;128;343583;34;16
2048;128;339816;35;16
2048;128;342402;36;16
2048;128;344196;37;16
2048;128;344890;38;16
2048;128;341919;39;16
2048;128;346971;40;16
2048;128;342405;41;16
2048;128;343605;42;16
2048;128;343901;43;16
2048;128;346694;44;16
2048;128;345300;45;16
2048;128;354697;46;16
2048;128;362672;47;16
2048;128;364095;48;16
2048;128;363027;49;16
2048;256;364339;0;8
2048;256;366016;1;8
2048;256;365298;2;8
2048;256;364392;3;8
2048;256;362907;4;8
2048;256;361698;5;8
2048;256;363485;6;8
2048;256;366074;7;8
2048;256;366806;8;8
2048;256;373427;9;8
2048;256;371624;10;8
2048;256;369177;11;8
2048;256;372500;12;8
2048;256;370694;13;8
2048;256;373360;14;8
2048;256;371370;15;8
2048;256;372104;16;8
2048;256;373482;17;8
2048;256;370396;18;8
2048;256;374210;19;8
2048;256;371849;20;8
2048;256;382906;21;8
2048;256;379618;22;8
2048;256;380924;23;8
2048;256;378070;24;8
2048;256;380866;25;8
2048;256;379494;26;8
2048;256;378830;27;8
2048;256;381177;28;8
2048;256;380681;29;8
2048;256;380169;30;8
2048;256;380618;31;8
2048;256;380521;32;8
2048;256;382297;33;8
2048;256;382205;34;8
2048;256;381790;35;8
2048;256;382123;36;8
2048;256;380390;37;8
2048;256;381385;38;8
2048;256;379541;39;8
2048;256;377928;40;8
2048;256;377889;41;8
2048;256;380971;42;8
2048;256;380308;43;8
2048;256;382991;44;8
2048;256;379706;45;8
2048;256;381650;46;8
2048;256;380557;47;8
2048;256;381475;48;8
2048;256;381466;49;8
2048;512;385194;0;4
2048;512;383683;1;4
2048;512;383595;2;4
2048;512;381597;3;4
2048;512;382378;4;4
2048;512;384121;5;4
2048;512;381715;6;4
2048;512;383919;7;4
2048;512;382368;8;4
2048;512;385453;9;4
2048;512;383165;10;4
2048;512;381803;11;4
2048;512;383250;12;4
2048;512;382386;13;4
2048;512;382952;14;4
2048;512;382891;15;4
2048;512;383315;16;4
2048;512;384909;17;4
2048;512;381710;18;4
2048;512;384222;19;4
2048;512;384742;20;4
2048;512;388238;21;4
2048;512;379998;22;4
2048;512;386822;23;4
2048;512;380788;24;4
2048;512;380390;25;4
2048;512;383911;26;4
2048;512;382299;27;4
2048;512;387057;28;4
2048;512;381843;29;4
2048;512;385033;30;4
2048;512;383266;31;4
2048;512;383517;32;4
2048;512;380693;33;4
2048;512;385569;34;4
2048;512;382621;35;4
2048;512;387551;36;4
2048;512;381256;37;4
2048;512;383304;38;4
2048;512;382368;39;4
2048;512;383866;40;4
2048;512;382389;41;4
2048;512;383165;42;4
2048;512;388557;43;4
2048;512;387902;44;4
2048;512;385973;45;4
2048;512;391185;46;4
2048;512;396693;47;4
2048;512;393196;48;4
2048;512;397278;49;4
2048;1024;404614;0;2
2048;1024;403197;1;2
2048;1024;403615;2;2
2048;1024;398909;3;2
2048;1024;404005;4;2
2048;1024;397591;5;2
2048;1024;402389;6;2
2048;1024;396018;7;2
2048;1024;383587;8;2
2048;1024;387403;9;2
2048;1024;386805;10;2
2048;1024;384003;11;2
2048;1024;386479;12;2
2048;1024;389706;13;2
2048;1024;379212;14;2
2048;1024;365502;15;2
2048;1024;366097;16;2
2048;1024;368119;17;2
2048;1024;349300;18;2
2048;1024;348111;19;2
2048;1024;372376;20;2
2048;1024;373902;21;2
2048;1024;377200;22;2
2048;1024;387865;23;2
2048;1024;387457;24;2
2048;1024;386176;25;2
2048;1024;379586;26;2
2048;1024;379238;27;2
2048;1024;381396;28;2
2048;1024;386149;29;2
2048;1024;390641;30;2
2048;1024;387492;31;2
2048;1024;394600;32;2
2048;1024;399285;33;2
2048;1024;406893;34;2
2048;1024;402903;35;2
2048;1024;403183;36;2
2048;1024;401811;37;2
2048;1024;397198;38;2
2048;1024;400704;39;2
2048;1024;401113;40;2
2048;1024;400478;41;2
2048;1024;399299;42;2
2048;1024;397595;43;2
2048;1024;406096;44;2
2048;1024;398102;45;2
2048;1024;392987;46;2
2048;1024;398689;47;2
2048;1024;394897;48;2
2048;1024;390698;49;2
2048;2048;411374;0;1
2048;2048;414990;1;1
2048;2048;414407;2;1
2048;2048;411793;3;1
2048;2048;401704;4;1
2048;2048;411192;5;1
2048;2048;404222;6;1
2048;2048;398288;7;1
2048;2048;397900;8;1
2048;2048;396515;9;1
2048;2048;391790;10;1
2048;2048;383603;11;1
2048;2048;392989;12;1
2048;2048;385101;13;1
2048;2048;394211;14;1
2048;2048;397693;15;1
2048;2048;402476;16;1
2048;2048;396787;17;1
2048;2048;393514;18;1
2048;2048;380809;19;1
2048;2048;374700;20;1
2048;2048;373628;21;1
2048;2048;378699;22;1
2048;2048;369710;23;1
2048;2048;382208;24;1
2048;2048;370086;25;1
2048;2048;354113;26;1
2048;2048;349284;27;1
2048;2048;352107;28;1
2048;2048;351983;29;1
2048;2048;376100;30;1
2048;2048;379086;31;1
2048;2048;374999;32;1
2048;2048;385576;33;1
2048;2048;378177;34;1
2048;2048;381089;35;1
2048;2048;387659;36;1
2048;2048;390498;37;1
2048;2048;389611;38;1
2048;2048;392371;39;1
2048;2048;388451;40;1
2048;2048;388534;41;1
2048;2048;390185;42;1
2048;2048;388916;43;1
2048;2048;389839;44;1
2048;2048;393399;45;1
2048;2048;395148;46;1
2048;2048;392226;47;1
2048;2048;390735;48;1
2048;2048;389545;49;1
4096;1;756258;0;4096
4096;1;758880;1;4096
4096;1;823638;2;4096
4096;1;872569;3;4096
4096;1;869848;4;4096
4096;1;873360;5;4096
4096;1;875410;6;4096
4096;1;878817;7;4096
4096;1;877453;8;4096
4096;1;875207;9;4096
4096;1;877565;10;4096
4096;1;880850;11;4096
4096;1;872517;12;4096
4096;1;874160;13;4096
4096;1;879159;14;4096
4096;1;871626;15;4096
4096;1;878130;16;4096
4096;1;879732;17;4096
4096;1;869624;18;4096
4096;1;875824;19;4096
4096;1;872074;20;4096
4096;1;833254;21;4096
4096;1;827339;22;4096
4096;1;834779;23;4096
4096;1;795794;24;4096
4096;1;789824;25;4096
4096;1;786865;26;4096
4096;1;788981;27;4096
4096;1;793125;28;4096
4096;1;790739;29;4096
4096;1;783391;30;4096
4096;1;790025;31;4096
4096;1;750082;32;4096
4096;1;767850;33;4096
4096;1;772617;34;4096
4096;1;773787;35;4096
4096;1;775255;36;4096
4096;1;772188;37;4096
4096;1;735254;38;4096
4096;1;712405;39;4096
4096;1;716301;40;4096
4096;1;715162;41;4096
4096;1;710054;42;4096
4096;1;707936;43;4096
4096;1;712476;44;4096
4096;1;743724;45;4096
4096;1;743468;46;4096
4096;1;744266;47;4096
4096;1;750326;48;4096
4096;1;750164;49;4096
4096;2;765913;0;2048
4096;2;772577;1;2048
4096;2;767967;2;2048
4096;2;769228;3;2048
4096;2;770501;4;2048
4096;2;766390;5;2048
4096;2;767070;6;2048
4096;2;767296;7;2048
4096;2;764301;8;2048
4096;2;766889;9;2048
4096;2;768454;10;2048
4096;2;771175;11;2048
4096;2;771778;12;2048
4096;2;773446;13;2048
4096;2;772401;14;2048
4096;2;766980;15;2048
4096;2;812801;16;2048
4096;2;897231;17;2048
4096;2;894141;18;2048
4096;2;901917;19;2048
4096;2;899396;20;2048
4096;2;900067;21;2048
4096;2;901565;22;2048
4096;2;901101;23;2048
4096;2;899152;24;2048
4096;2;903547;25;2048
4096;2;896462;26;2048
4096;2;897330;27;2048
4096;2;902435;28;2048
4096;2;903647;29;2048
4096;2;896255;30;2048
4096;2;901165;31;2048
4096;2;895847;32;2048
4096;2;895022;33;2048
4096;2;894903;34;2048
4096;2;897962;35;2048
4096;2;901670;36;2048
4096;2;907001;37;2048
4096;2;878756;38;2048
4096;2;883149;39;2048
4096;2;881106;40;2048
4096;2;869938;41;2048
4096;2;878501;42;2048
4096;2;879080;43;2048
4096;2;868162;44;2048
